Start,Finish,Steps (count)
20-Apr-2016 00:00,21-Apr-2016 00:00,8706.0
21-Apr-2016 00:00,22-Apr-2016 00:00,8143.0
22-Apr-2016 00:00,23-Apr-2016 00:00,9837.0
23-Apr-2016 00:00,24-Apr-2016 00:00,2873.0
24-Apr-2016 00:00,25-Apr-2016 00:00,6735.0
25-Apr-2016 00:00,26-Apr-2016 00:00,8663.0
26-Apr-2016 00:00,27-Apr-2016 00:00,8839.0
27-Apr-2016 00:00,28-Apr-2016 00:00,8301.0
28-Apr-2016 00:00,29-Apr-2016 00:00,9705.0
29-Apr-2016 00:00,30-Apr-2016 00:00,8727.0
30-Apr-2016 00:00,01-May-2016 00:00,6152.62324427199
01-May-2016 00:00,02-May-2016 00:00,7832.37675572801
02-May-2016 00:00,03-May-2016 00:00,10717.0
03-May-2016 00:00,04-May-2016 00:00,10983.0
04-May-2016 00:00,05-May-2016 00:00,8871.0
05-May-2016 00:00,06-May-2016 00:00,9183.0
06-May-2016 00:00,07-May-2016 00:00,6760.0
07-May-2016 00:00,08-May-2016 00:00,767.0
08-May-2016 00:00,09-May-2016 00:00,6844.0
09-May-2016 00:00,10-May-2016 00:00,9649.0
10-May-2016 00:00,11-May-2016 00:00,5706.0
11-May-2016 00:00,12-May-2016 00:00,6812.0
12-May-2016 00:00,13-May-2016 00:00,6946.0
13-May-2016 00:00,14-May-2016 00:00,2862.0
14-May-2016 00:00,15-May-2016 00:00,13766.0
15-May-2016 00:00,16-May-2016 00:00,11285.0
16-May-2016 00:00,17-May-2016 00:00,7481.0
17-May-2016 00:00,18-May-2016 00:00,9707.0
18-May-2016 00:00,19-May-2016 00:00,8204.0
19-May-2016 00:00,20-May-2016 00:00,9847.0
20-May-2016 00:00,21-May-2016 00:00,4952.0
21-May-2016 00:00,22-May-2016 00:00,6091.0
22-May-2016 00:00,23-May-2016 00:00,4723.0
23-May-2016 00:00,24-May-2016 00:00,8460.0
24-May-2016 00:00,25-May-2016 00:00,4063.0
25-May-2016 00:00,26-May-2016 00:00,8736.0
26-May-2016 00:00,27-May-2016 00:00,10672.0
27-May-2016 00:00,28-May-2016 00:00,4780.0
28-May-2016 00:00,29-May-2016 00:00,4145.0
29-May-2016 00:00,30-May-2016 00:00,3368.0
30-May-2016 00:00,31-May-2016 00:00,7952.0
31-May-2016 00:00,01-Jun-2016 00:00,10257.0
01-Jun-2016 00:00,02-Jun-2016 00:00,6048.0
02-Jun-2016 00:00,03-Jun-2016 00:00,4898.0
03-Jun-2016 00:00,04-Jun-2016 00:00,6409.0
04-Jun-2016 00:00,05-Jun-2016 00:00,3238.0
05-Jun-2016 00:00,06-Jun-2016 00:00,3968.0
06-Jun-2016 00:00,07-Jun-2016 00:00,12378.0
07-Jun-2016 00:00,08-Jun-2016 00:00,9094.0
08-Jun-2016 00:00,09-Jun-2016 00:00,7653.0
09-Jun-2016 00:00,10-Jun-2016 00:00,11599.0
10-Jun-2016 00:00,11-Jun-2016 00:00,11031.0
11-Jun-2016 00:00,12-Jun-2016 00:00,8278.0
12-Jun-2016 00:00,13-Jun-2016 00:00,4295.0
13-Jun-2016 00:00,14-Jun-2016 00:00,6457.0
14-Jun-2016 00:00,15-Jun-2016 00:00,6955.0
15-Jun-2016 00:00,16-Jun-2016 00:00,4794.0
16-Jun-2016 00:00,17-Jun-2016 00:00,4860.0
17-Jun-2016 00:00,18-Jun-2016 00:00,1196.0
18-Jun-2016 00:00,19-Jun-2016 00:00,1030.0
19-Jun-2016 00:00,20-Jun-2016 00:00,1952.0
20-Jun-2016 00:00,21-Jun-2016 00:00,12875.0
21-Jun-2016 00:00,22-Jun-2016 00:00,6055.0
22-Jun-2016 00:00,23-Jun-2016 00:00,11721.0
23-Jun-2016 00:00,24-Jun-2016 00:00,528.0
24-Jun-2016 00:00,25-Jun-2016 00:00,12520.0
25-Jun-2016 00:00,26-Jun-2016 00:00,464.0
26-Jun-2016 00:00,27-Jun-2016 00:00,1387.0
27-Jun-2016 00:00,28-Jun-2016 00:00,11080.0
28-Jun-2016 00:00,29-Jun-2016 00:00,12629.0
29-Jun-2016 00:00,30-Jun-2016 00:00,7964.0
30-Jun-2016 00:00,01-Jul-2016 00:00,11267.0
01-Jul-2016 00:00,02-Jul-2016 00:00,7376.0
02-Jul-2016 00:00,03-Jul-2016 00:00,3626.0
03-Jul-2016 00:00,04-Jul-2016 00:00,2549.0
04-Jul-2016 00:00,05-Jul-2016 00:00,5796.0
05-Jul-2016 00:00,06-Jul-2016 00:00,13430.0
06-Jul-2016 00:00,07-Jul-2016 00:00,6968.0
07-Jul-2016 00:00,08-Jul-2016 00:00,6682.0
08-Jul-2016 00:00,09-Jul-2016 00:00,8453.0
09-Jul-2016 00:00,10-Jul-2016 00:00,5982.0
10-Jul-2016 00:00,11-Jul-2016 00:00,7459.0
11-Jul-2016 00:00,12-Jul-2016 00:00,8216.0
12-Jul-2016 00:00,13-Jul-2016 00:00,10166.0
13-Jul-2016 00:00,14-Jul-2016 00:00,6627.0
14-Jul-2016 00:00,15-Jul-2016 00:00,2800.0
15-Jul-2016 00:00,16-Jul-2016 00:00,5594.0
16-Jul-2016 00:00,17-Jul-2016 00:00,5156.0
17-Jul-2016 00:00,18-Jul-2016 00:00,7585.0
18-Jul-2016 00:00,19-Jul-2016 00:00,10250.0
19-Jul-2016 00:00,20-Jul-2016 00:00,11100.0
20-Jul-2016 00:00,21-Jul-2016 00:00,13998.0
21-Jul-2016 00:00,22-Jul-2016 00:00,18047.0
22-Jul-2016 00:00,23-Jul-2016 00:00,9386.0
23-Jul-2016 00:00,24-Jul-2016 00:00,3004.0
24-Jul-2016 00:00,25-Jul-2016 00:00,8640.0
25-Jul-2016 00:00,26-Jul-2016 00:00,9412.0
26-Jul-2016 00:00,27-Jul-2016 00:00,5762.0
27-Jul-2016 00:00,28-Jul-2016 00:00,6275.0
28-Jul-2016 00:00,29-Jul-2016 00:00,10317.0
29-Jul-2016 00:00,30-Jul-2016 00:00,11276.0
30-Jul-2016 00:00,31-Jul-2016 00:00,1692.0
31-Jul-2016 00:00,01-Aug-2016 00:00,902.0
01-Aug-2016 00:00,02-Aug-2016 00:00,9493.0
02-Aug-2016 00:00,03-Aug-2016 00:00,14906.0
03-Aug-2016 00:00,04-Aug-2016 00:00,6676.0
04-Aug-2016 00:00,05-Aug-2016 00:00,7450.0
05-Aug-2016 00:00,06-Aug-2016 00:00,11173.0
06-Aug-2016 00:00,07-Aug-2016 00:00,150.0
07-Aug-2016 00:00,08-Aug-2016 00:00,14086.0
08-Aug-2016 00:00,09-Aug-2016 00:00,6659.0
09-Aug-2016 00:00,10-Aug-2016 00:00,11528.0
10-Aug-2016 00:00,11-Aug-2016 00:00,10325.0
11-Aug-2016 00:00,12-Aug-2016 00:00,11910.0
12-Aug-2016 00:00,13-Aug-2016 00:00,11444.0
13-Aug-2016 00:00,14-Aug-2016 00:00,1379.0
14-Aug-2016 00:00,15-Aug-2016 00:00,11153.0
15-Aug-2016 00:00,16-Aug-2016 00:00,5320.0
16-Aug-2016 00:00,17-Aug-2016 00:00,18051.0
17-Aug-2016 00:00,18-Aug-2016 00:00,5695.0
18-Aug-2016 00:00,19-Aug-2016 00:00,4789.0
19-Aug-2016 00:00,20-Aug-2016 00:00,22898.4237052932
20-Aug-2016 00:00,21-Aug-2016 00:00,24063.2164606601
21-Aug-2016 00:00,22-Aug-2016 00:00,7358.35983404663
22-Aug-2016 00:00,23-Aug-2016 00:00,615.0
23-Aug-2016 00:00,24-Aug-2016 00:00,25815.0
24-Aug-2016 00:00,25-Aug-2016 00:00,13338.0
25-Aug-2016 00:00,26-Aug-2016 00:00,7014.0
26-Aug-2016 00:00,27-Aug-2016 00:00,70.0
27-Aug-2016 00:00,28-Aug-2016 00:00,8649.0
28-Aug-2016 00:00,29-Aug-2016 00:00,14824.0
29-Aug-2016 00:00,30-Aug-2016 00:00,13787.0
30-Aug-2016 00:00,31-Aug-2016 00:00,10162.0
31-Aug-2016 00:00,01-Sep-2016 00:00,15394.0
01-Sep-2016 00:00,02-Sep-2016 00:00,14918.0
02-Sep-2016 00:00,03-Sep-2016 00:00,21494.0
03-Sep-2016 00:00,04-Sep-2016 00:00,2117.0
04-Sep-2016 00:00,05-Sep-2016 00:00,7258.0
05-Sep-2016 00:00,06-Sep-2016 00:00,2961.0
06-Sep-2016 00:00,07-Sep-2016 00:00,8808.0
07-Sep-2016 00:00,08-Sep-2016 00:00,10138.0
08-Sep-2016 00:00,09-Sep-2016 00:00,8199.0
09-Sep-2016 00:00,10-Sep-2016 00:00,10153.0
10-Sep-2016 00:00,11-Sep-2016 00:00,3347.0
11-Sep-2016 00:00,12-Sep-2016 00:00,201.0
12-Sep-2016 00:00,13-Sep-2016 00:00,7796.0
13-Sep-2016 00:00,14-Sep-2016 00:00,15824.0
14-Sep-2016 00:00,15-Sep-2016 00:00,8374.0
15-Sep-2016 00:00,16-Sep-2016 00:00,8370.0
16-Sep-2016 00:00,17-Sep-2016 00:00,4835.0
17-Sep-2016 00:00,18-Sep-2016 00:00,5743.0
18-Sep-2016 00:00,19-Sep-2016 00:00,8066.0
19-Sep-2016 00:00,20-Sep-2016 00:00,8630.0
20-Sep-2016 00:00,21-Sep-2016 00:00,7869.0
21-Sep-2016 00:00,22-Sep-2016 00:00,6856.0
22-Sep-2016 00:00,23-Sep-2016 00:00,8138.0
23-Sep-2016 00:00,24-Sep-2016 00:00,5131.0
24-Sep-2016 00:00,25-Sep-2016 00:00,2466.0
